StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24
2021-12-07 15:05:52,2021-12-07 15:17:41,IP Address,128.237.82.9,100,709,True,2021-12-07 15:17:42,R_1M5NXYz5VecBgW0,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,To travel short distances/convenience,I think scooters are too expensive,"Insufficient battery ,Unavailability",3: Partially safe,4: It’s expensive,No,Yes,3,,,Female,18-25,"No "," < 1 mile",15213,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 15:15:04,2021-12-07 15:17:45,IP Address,128.237.82.3,100,160,True,2021-12-07 15:17:45,R_Qh35WXZkteLRQVb,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,No,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I do not think scooters are safe ,I just never got the chance to try it out, but I am inclined to soon","Vague instructions ",2: Minimally safe,4: It’s expensive,No,,,No,No,Female,18-25,"No "," < 1 mile",15213,"$150,000 and greater","Yes ","Walk ,Public transportation"
2021-12-07 15:15:07,2021-12-07 15:18:00,IP Address,128.237.82.11,100,173,True,2021-12-07 15:18:01,R_8nVTXaAMPNMC4sF,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,I think scooters are too expensive,Payment issues,3: Partially safe,4: It’s expensive,No,Yes,2,,,Female,18-25,"No "," < 1 mile",15213,Prefer not to answer,"Yes ","Walk "
2021-12-07 15:16:26,2021-12-07 15:18:11,IP Address,128.237.82.2,100,104,True,2021-12-07 15:18:11,R_2TYkIPGKk0py5qB,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,I prefer taking the bus,Payment issues,4: Acceptably safe,3: It’s slightly expensive,No,Yes,7,,,Female,18-25,"No ",1.1 - 2 miles,15217,"$1 to $9,999","Yes ","Car,Public transportation"
2021-12-07 15:16:16,2021-12-07 15:18:22,IP Address,107.77.223.77,100,125,True,2021-12-07 15:18:22,R_1o6BQ5Sy3ViS4x8,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Never,0,I don't use scooters,I prefer taking the bus,Unavailability,2: Minimally safe,3: It’s slightly expensive,No,Yes,2,,,Female,18-25,"No ",1.1 - 2 miles,15232,Prefer not to answer,"Yes ","Walk "
2021-12-07 15:16:49,2021-12-07 15:18:50,IP Address,128.237.82.11,100,120,True,2021-12-07 15:18:50,R_zeutOmfIBrBlnPP,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Rarely,0,To travel short distances/convenience,I think scooters are too expensive,Unavailability,3: Partially safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",,,No,No,Female,18-25,"No "," < 1 mile",15217,Prefer not to answer,"Yes ","Walk "
2021-12-07 15:17:31,2021-12-07 15:19:17,IP Address,128.237.82.12,100,105,True,2021-12-07 15:19:17,R_24wxUM6cQzO9Lfv,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,2,To travel short distances/convenience,Other,"Insufficient battery ,Unavailability",3: Partially safe,4: It’s expensive,"No, but I ride SPIN scooters",,,Yes,No,Male,30-35,"No ",2.1 - 5 miles,15206,"$10,000 to $24,999","Yes ","Walk ,Bike,Car"
2021-12-07 15:18:15,2021-12-07 15:20:32,IP Address,128.237.82.7,100,137,True,2021-12-07 15:20:32,R_A6WmqKP754RUtOh,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,Other,"Damaged scooter ,Insufficient battery ,Couldn't unlock the scooter ",1: Not very safe,4: It’s expensive,No,Yes,5,,,Choose not to respond,18-25,"No "," < 1 mile",15213,"$10,000 to $24,999","Yes ","Walk "
2021-12-07 15:18:18,2021-12-07 15:20:33,IP Address,128.237.82.9,100,134,True,2021-12-07 15:20:33,R_eLseupK4HzYGshj,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,No,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I do not think scooters are safe ",Unavailability,1: Not very safe,4: It’s expensive,No,,,Yes,No,Female,18-25,"No ",2.1 - 5 miles,15217,"$75,000 to 99,999","Yes ","Walk ,Public transportation"
2021-12-07 15:20:21,2021-12-07 15:23:09,IP Address,128.237.82.3,100,168,True,2021-12-07 15:23:09,R_3HpfGiFsgNAEkom,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,1,"To travel short distances/convenience,For leisure",I think scooters are too expensive,"Payment issues,Damaged scooter ",4: Acceptably safe,5: It’s very expensive,"No, but I ride SPIN scooters",Yes,1,,,Female,18-25,"No "," < 1 mile",15213,"$150,000 and greater","Yes ","Bike,Public transportation"
2021-12-07 15:19:33,2021-12-07 15:23:49,IP Address,128.237.82.6,100,256,True,2021-12-07 15:23:49,R_3CUaMBvqrZAYOjI,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,Other,"Vague instructions ",3: Partially safe,4: It’s expensive,No,,,Yes,Yes,Female,18-25,"No "," < 1 mile",15213,"$10,000 to $24,999","Yes ","Walk "
2021-12-07 15:22:30,2021-12-07 15:23:52,IP Address,172.58.185.28,100,82,True,2021-12-07 15:23:53,R_Dl4zz4l1NtlXLpf,,,,,40.43389892578125,-79.999603271484375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,I think scooters are too expensive,Unavailability,4: Acceptably safe,3: It’s slightly expensive,No,,,No,No,Female,18-25,"No "," < 1 mile",15289,"$0 ","Yes ","Walk "
2021-12-07 15:22:35,2021-12-07 15:24:14,IP Address,128.237.82.9,100,99,True,2021-12-07 15:24:14,R_22ETv4PUvLSfta3,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ,I just never got the chance to try it out, but I am inclined to soon",Unavailability,3: Partially safe,2: It’s fairly priced,No,Yes,4,,,Male,18-25,"No "," < 1 mile",15289,"$0 ","Yes ","Walk "
2021-12-07 15:22:24,2021-12-07 15:24:19,IP Address,128.237.82.2,100,114,True,2021-12-07 15:24:20,R_2wnJEwEdyGQ6WO8,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,"Commuting to school,To travel short distances/convenience",I think scooters are too expensive,Unavailability,3: Partially safe,3: It’s slightly expensive,No,Yes,3,,,Female,18-25,"No "," < 1 mile",15289,"$100,000 to 149,999","Yes ","Walk "
2021-12-07 15:22:34,2021-12-07 15:24:19,IP Address,128.237.82.12,100,105,True,2021-12-07 15:24:20,R_2qCuZbzmOhmLB4g,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ,I think scooters are too expensive","Vague instructions ",3: Partially safe,5: It’s very expensive,No,Yes,3,,,Female,18-25,"No "," < 1 mile",15289,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 15:22:34,2021-12-07 15:24:32,IP Address,128.237.82.4,100,118,True,2021-12-07 15:24:32,R_3GuH3HLK1vdfZPg,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Never,0,I don't use scooters,Other,Unavailability,5: Perfectly safe,4: It’s expensive,"No, but I ride SPIN scooters",Yes,0,,,Male,18-25,"No "," < 1 mile",15213,"$75,000 to 99,999","Yes ","Walk "
2021-12-07 15:27:40,2021-12-07 15:28:52,IP Address,128.237.82.12,100,72,True,2021-12-07 15:28:52,R_21HZ5wKDxSGcSKs,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,I don't use scooters,I prefer taking the bus,Unavailability,3: Partially safe,1: It’s cheap,No,,,No,Yes,Female,18-25,"No "," < 1 mile",15217,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 15:27:41,2021-12-07 15:29:03,IP Address,128.237.82.13,100,81,True,2021-12-07 15:29:03,R_1gbh00OsMBj76aF,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,I prefer taking the bus,"Vague instructions ",3: Partially safe,1: It’s cheap,No,,,No,Yes,Female,18-25,"No "," < 1 mile",15217,Prefer not to answer,"Yes ","Walk "
2021-12-07 15:16:11,2021-12-07 15:29:28,IP Address,128.2.149.254,100,796,True,2021-12-07 15:29:28,R_1rNZ6gAhBY9DdrY,,,,,40.4394989013671875,-79.94300079345703125,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,3,"To travel short distances/convenience,For leisure","I prefer taking the bus,I prefer walking  ,I think scooters are too expensive","Insufficient battery ,Unavailability",3: Partially safe,4: It’s expensive,No,,,Yes,Yes,Female,18-25,"No "," < 1 mile",15213,"$150,000 and greater","Yes ","Walk ,Public transportation"
2021-12-07 15:30:31,2021-12-07 15:32:40,IP Address,128.237.82.7,100,129,True,2021-12-07 15:32:40,R_3EDLxpTncnVRJ77,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,1,"Commuting to school,For leisure",I think scooters are too expensive,Payment issues,4: Acceptably safe,4: It’s expensive,"No, but I ride SPIN scooters",Yes,9,,,Female,25-30,"No "," < 1 mile",15232,"$0 ","Yes ",Public transportation
2021-12-07 15:28:50,2021-12-07 15:33:03,IP Address,128.237.82.12,100,252,True,2021-12-07 15:33:03,R_XNFE422uYLUSxoJ,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,To travel short distances/convenience,I think scooters are too expensive,Unavailability,4: Acceptably safe,3: It’s slightly expensive,No,,,Yes,Yes,Male,18-25,"No "," < 1 mile",15217,"$25,000 to 49,999 ","Yes ","Walk "
2021-12-07 15:30:01,2021-12-07 15:33:41,IP Address,128.237.82.15,100,220,True,2021-12-07 15:33:42,R_2h4unO4D4Ow0Uud,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,For leisure,I prefer taking the bus,"Payment issues,Damaged scooter ,Couldn't unlock the scooter ",3: Partially safe,2: It’s fairly priced,No,Yes,1,,,Female,18-25,Prefer not to answer,5.1 - 10 miles,15213,"$1 to $9,999","Yes ",Public transportation
2021-12-07 15:34:44,2021-12-07 15:37:59,IP Address,128.237.82.1,100,194,True,2021-12-07 15:37:59,R_1MRRSZtrsf1xyWA,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ","Insufficient battery ",4: Acceptably safe,3: It’s slightly expensive,No,,,No,Yes,Male,18-25,"No "," < 1 mile",15213,"$1 to $9,999","Yes ","Walk "
2021-12-07 15:34:44,2021-12-07 15:38:33,IP Address,128.237.82.3,100,228,True,2021-12-07 15:38:33,R_3KCogZeU7TPPASQ,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ,I think scooters are too expensive,I just never got the chance to try it out, but I am inclined to soon","Damaged scooter ",3: Partially safe,4: It’s expensive,No,,,No,No,Female,18-25,"No "," < 1 mile",15213,"$0 ","Yes ","Walk ,Public transportation"
2021-12-07 15:37:32,2021-12-07 15:39:45,IP Address,128.237.82.3,100,132,True,2021-12-07 15:39:45,R_1q7X10MchUHq58j,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,"Commuting to school,Commuting to work","I prefer taking the bus,I prefer driving/being driven","Insufficient battery ",2: Minimally safe,2: It’s fairly priced,Yes,No,1,,,Male,18-25,"No ",2.1 - 5 miles,15208,"$50,000 to 74,999","Yes ","Car,Public transportation"
2021-12-07 15:39:18,2021-12-07 15:41:09,IP Address,107.116.13.54,100,111,True,2021-12-07 15:41:09,R_1fiQKoPs31J0lOS,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,1,"To travel short distances/convenience,For leisure","I do not think scooters are safe ",Unavailability,2: Minimally safe,1: It’s cheap,"No, but I ride SPIN scooters",Yes,2,,,Female,18-25,"No ",1.1 - 2 miles,15289,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 15:39:09,2021-12-07 15:41:16,IP Address,172.58.196.82,100,126,True,2021-12-07 15:41:16,R_3QDhI3qgizW71RU,,,,,42.39599609375,-83.23509979248046875,anonymous,EN,No,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ,I think scooters are too expensive",Unavailability,3: Partially safe,4: It’s expensive,Yes,,,No,No,Female,18-25,"No ",1.1 - 2 miles,15217,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 15:39:14,2021-12-07 15:41:38,IP Address,174.242.33.209,100,144,True,2021-12-07 15:41:38,R_3r35sFTI4nicVnY,,,,,40.5457000732421875,-80.0507965087890625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I do not think scooters are safe ","Vague instructions ",2: Minimally safe,3: It’s slightly expensive,No,,,No,No,Female,18-25,"No ",1.1 - 2 miles,15213,"$100,000 to 149,999","Yes ","Walk "
2021-12-07 15:37:39,2021-12-07 15:42:31,IP Address,128.237.82.9,100,291,True,2021-12-07 15:42:32,R_2QsRktqJtsFM1u2,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I do not think scooters are safe ","Vague instructions ",1: Not very safe,3: It’s slightly expensive,No,No,0,,,Male,30-35,"No ",2.1 - 5 miles,15120,"$100,000 to 149,999","Yes ",Car
2021-12-07 15:46:43,2021-12-07 15:48:56,IP Address,173.71.162.136,100,132,True,2021-12-07 15:48:56,R_2aEpfGpZFRRheQR,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,To travel short distances/convenience,Other,"Payment issues,Insufficient battery ",3: Partially safe,2: It’s fairly priced,"No, but I ride SPIN scooters",,,Yes,Yes,Male,25-30,"No ",1.1 - 2 miles,15232,"$75,000 to 99,999","Yes ","Walk ,Car"
2021-12-07 15:02:09,2021-12-07 15:53:03,IP Address,73.79.138.192,100,3054,True,2021-12-07 15:53:03,R_1pyb8Sl5RkZlZxn,,,,,40.432403564453125,-79.9246978759765625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,To travel short distances/convenience,Other,"Couldn't unlock the scooter ",3: Partially safe,2: It’s fairly priced,No,Yes,1,,,Male,25-30,"No ",1.1 - 2 miles,15206,"$75,000 to 99,999","Yes ","Walk ,Public transportation"
2021-12-07 14:09:31,2021-12-07 16:05:14,IP Address,172.58.203.123,100,6943,True,2021-12-07 16:05:15,R_2t52kMj0RsqTzBd,,,,,39.91949462890625,-75.15650177001953125,anonymous,EN,Yes,Carnegie Mellon University,No,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I do not think scooters are safe ",Unavailability,2: Minimally safe,,No,Yes,1,,,Female,18-25,"No ",2.1 - 5 miles,15206,"$150,000 and greater","Yes ","Walk ,Public transportation"
2021-12-07 16:17:11,2021-12-07 16:19:41,IP Address,24.3.251.175,100,149,True,2021-12-07 16:19:41,R_1py5fhZcjfuD332,,,,,40.432403564453125,-79.9246978759765625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,Other,"Couldn't unlock the scooter ",3: Partially safe,3: It’s slightly expensive,No,Yes,3,,,Female,18-25,"No ",1.1 - 2 miles,15232,"$10,000 to $24,999","Yes ","Walk ,Public transportation"
2021-12-07 16:23:45,2021-12-07 16:25:27,IP Address,128.237.82.3,100,101,True,2021-12-07 16:25:27,R_2xIVdN3msqsyE3q,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,Commuting to school,I think scooters are too expensive,"Payment issues,Vague instructions ",3: Partially safe,4: It’s expensive,No,,,No,No,Female,18-25,"No ",2.1 - 5 miles,15206,"$10,000 to $24,999","Yes ",Public transportation
2021-12-07 16:24:39,2021-12-07 16:25:50,IP Address,174.203.101.109,100,70,True,2021-12-07 16:25:51,R_3iO4FlZeZIn9QlD,,,,,40.37750244140625,-79.9613037109375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,0,For leisure,I think scooters are too expensive,Payment issues,3: Partially safe,3: It’s slightly expensive,No,Yes,8,,,Male,18-25,"No "," < 1 mile",15213,"$150,000 and greater","Yes ","Walk "
2021-12-07 16:24:38,2021-12-07 16:26:12,IP Address,128.237.82.12,100,94,True,2021-12-07 16:26:13,R_3DeL9JNQu2ALQHL,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,I don't use scooters,"I do not think scooters are safe ","Vague instructions ",1: Not very safe,3: It’s slightly expensive,No,,,No,No,Female,18-25,"No ",1.1 - 2 miles,15217,"$50,000 to 74,999","Yes ","Walk "
2021-12-07 16:30:34,2021-12-07 16:32:46,IP Address,128.237.82.8,100,131,True,2021-12-07 16:32:46,R_1AglrZO9WeZxDEt,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,0,To travel short distances/convenience,Other,Unavailability,1: Not very safe,5: It’s very expensive,No,,,No,No,Female,18-25,"No ",5.1 - 10 miles,5206,"$150,000 and greater","Yes ",Public transportation
2021-12-07 16:31:34,2021-12-07 16:33:24,IP Address,128.237.82.13,100,109,True,2021-12-07 16:33:24,R_1QH40a3jV0A2RgM,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,No,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I do not think scooters are safe ",Unavailability,1: Not very safe,4: It’s expensive,No,No,0,,,Female,18-25,"No ",1.1 - 2 miles,15232,"$1 to $9,999","Yes ",Public transportation
2021-12-07 16:30:51,2021-12-07 16:33:48,IP Address,107.77.226.55,100,177,True,2021-12-07 16:33:49,R_10DiyN70K5bRalW,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I do not think scooters are safe ",Unavailability,3: Partially safe,5: It’s very expensive,No,,,No,Yes,Female,18-25,"No ",2.1 - 5 miles,15213,Prefer not to answer,"Yes ","Walk ,Car,Public transportation"
2021-12-07 16:31:42,2021-12-07 16:36:03,IP Address,128.237.82.6,100,260,True,2021-12-07 16:36:03,R_3M0vXLpo7IT6W4W,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,Commuting to school,Other,"Insufficient battery ",1: Not very safe,2: It’s fairly priced,"No, but I ride SPIN scooters",Yes,7,,,Male,18-25,"No "," < 1 mile",15232,"$50,000 to 74,999","Yes ","Walk ,Public transportation"
2021-12-07 16:39:14,2021-12-07 16:40:31,IP Address,128.237.82.2,100,77,True,2021-12-07 16:40:32,R_3Rkkn6vQkQHQhX8,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Often,3,For leisure,"I do not think scooters are safe ","Couldn't unlock the scooter ",4: Acceptably safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",,,No,Yes,Other,18-25,"No "," < 1 mile",15232,"$10,000 to $24,999","No ",Bike
2021-12-07 16:37:59,2021-12-07 16:40:50,IP Address,128.237.82.12,100,170,True,2021-12-07 16:40:50,R_272m8EieBJ0iql4,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,For leisure,I prefer taking the bus,"Payment issues,Damaged scooter ,Insufficient battery ,Vague instructions ,Couldn't unlock the scooter ,Unavailability",1: Not very safe,5: It’s very expensive,No,No,0,,,Female,18-25,"No ",1.1 - 2 miles,15217,"$25,000 to 49,999 ","Yes ",Public transportation
2021-12-07 16:39:16,2021-12-07 16:41:52,IP Address,128.2.149.7,100,155,True,2021-12-07 16:41:52,R_2ZCZ8Wsq2jCtXDE,,,,,40.4394989013671875,-79.94300079345703125,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Rarely,0,I don't use scooters,"I just never got the chance to try it out, but I am inclined to soon",Payment issues,4: Acceptably safe,4: It’s expensive,No,,,Yes,Yes,Male,18-25,"No ",1.1 - 2 miles,15213,Prefer not to answer,"Yes ",Car
2021-12-07 16:37:38,2021-12-07 16:41:52,IP Address,128.2.149.7,100,254,True,2021-12-07 16:41:52,R_27yuu6ih3zw7x1M,,,,,40.4394989013671875,-79.94300079345703125,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,I don't use scooters,I prefer driving/being driven,Unavailability,4: Acceptably safe,2: It’s fairly priced,No,No,0,,,Female,25-30,"No ",> 10 miles,15237,"$25,000 to 49,999 ","Yes ",Car
2021-12-07 16:39:08,2021-12-07 16:42:19,IP Address,128.237.82.15,100,191,True,2021-12-07 16:42:20,R_1QKPaEA8rYS2yTM,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,1,To travel short distances/convenience,Other,"Insufficient battery ",1: Not very safe,3: It’s slightly expensive,No,No,1,,,Female,18-25,"No ",1.1 - 2 miles,15217,"$75,000 to 99,999","Yes ","Walk ,Public transportation"
2021-12-07 16:43:12,2021-12-07 16:45:07,IP Address,128.237.82.11,100,114,True,2021-12-07 16:45:07,R_2xP2crSpnJr5kZi,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I do not think scooters are safe ","Vague instructions ",1: Not very safe,5: It’s very expensive,No,,,No,No,Choose not to respond,18-25,"No ",1.1 - 2 miles,15151,"$0 ","Yes ","Walk "
2021-12-07 16:47:18,2021-12-07 16:49:32,IP Address,128.237.82.2,100,134,True,2021-12-07 16:49:32,R_21bmDn5YuZPBlW8,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer walking  ",Payment issues,4: Acceptably safe,4: It’s expensive,No,,,No,Yes,Female,18-25,"No "," < 1 mile",15289,"$150,000 and greater","Yes ","Walk "
2021-12-07 16:47:30,2021-12-07 16:49:38,IP Address,128.237.82.3,100,127,True,2021-12-07 16:49:38,R_2f8WchjYTVoSgM0,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer walking  ",Payment issues,3: Partially safe,4: It’s expensive,No,,,Yes,No,Female,18-25,"No "," < 1 mile",1528,Prefer not to answer,"Yes ","Walk "
2021-12-07 16:47:36,2021-12-07 16:49:43,IP Address,128.237.82.8,100,127,True,2021-12-07 16:49:43,R_2f862dB24KNVTss,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Rarely,0,To travel short distances/convenience,I think scooters are too expensive,Unavailability,4: Acceptably safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",Yes,7,,,Male,18-25,"No "," < 1 mile",10506,"$100,000 to 149,999","Yes ","Walk ,Car,Public transportation"
2021-12-07 16:47:21,2021-12-07 16:49:54,IP Address,128.237.82.3,100,153,True,2021-12-07 16:49:54,R_1I7bL8bQths327V,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ","Payment issues,Vague instructions ",4: Acceptably safe,4: It’s expensive,No,No,0,,,Male,18-25,"No "," < 1 mile",15289,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 16:48:14,2021-12-07 16:50:27,IP Address,128.237.82.11,100,132,True,2021-12-07 16:50:27,R_xxROPGVa25tfyzT,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Rarely,0,I don't use scooters,"I just never got the chance to try it out, but I am inclined to soon",Unavailability,3: Partially safe,3: It’s slightly expensive,No,No,0,,,Female,18-25,"No "," < 1 mile",15289,"$0 ","Yes ",Public transportation
2021-12-07 16:49:03,2021-12-07 16:50:34,IP Address,174.242.35.54,100,90,True,2021-12-07 16:50:34,R_2c6eUpC1gWS1aoY,,,,,40.5457000732421875,-80.0507965087890625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,For leisure,"I prefer walking  ",Payment issues,4: Acceptably safe,4: It’s expensive,No,Yes,3,,,Male,18-25,"No "," < 1 mile",I don’t know,"$0 ","Yes ","Walk "
2021-12-07 16:48:09,2021-12-07 16:50:36,IP Address,128.237.82.8,100,147,True,2021-12-07 16:50:36,R_DxcyaIUzfvJFkGd,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,No,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,To travel short distances/convenience,Other,"Damaged scooter ,Insufficient battery ",3: Partially safe,4: It’s expensive,"No, but I ride SPIN scooters",Yes,3,,,Female,18-25,"No "," < 1 mile",15213,"$10,000 to $24,999","Yes ","Walk "
